ESV_ID	Undetermined_S0_L001_R1_001.fastq_Din01	Undetermined_S0_L001_R1_001.fastq_Din02	Undetermined_S0_L001_R1_001.fastq_Din03	Undetermined_S0_L001_R1_001.fastq_Din04	Undetermined_S0_L001_R1_001.fastq_Din05	Undetermined_S0_L001_R1_001.fastq_Din06	Undetermined_S0_L001_R1_001.fastq_Din07	Undetermined_S0_L001_R1_001.fastq_Din08	Undetermined_S0_L001_R1_001.fastq_Din09	Undetermined_S0_L001_R1_001.fastq_Din10	Undetermined_S0_L001_R1_001.fastq_Din11	Undetermined_S0_L001_R1_001.fastq_Din12	Undetermined_S0_L001_R1_001.fastq_Din13	Undetermined_S0_L001_R1_001.fastq_Din14	Undetermined_S0_L001_R1_001.fastq_Din15	Undetermined_S0_L001_R1_001.fastq_Din16	Undetermined_S0_L001_R1_001.fastq_Din17	Undetermined_S0_L001_R1_001.fastq_Din18	Undetermined_S0_L001_R1_001.fastq_Din19	Undetermined_S0_L001_R1_001.fastq_Din20	Undetermined_S0_L001_R1_001.fastq_Din21	Undetermined_S0_L001_R1_001.fastq_Din22	Undetermined_S0_L001_R1_001.fastq_Din23	Undetermined_S0_L001_R1_001.fastq_Din24	Undetermined_S0_L001_R1_001.fastq_Din25	Undetermined_S0_L001_R1_001.fastq_Din26	Undetermined_S0_L001_R1_001.fastq_Din27	Undetermined_S0_L001_R1_001.fastq_Din28	Undetermined_S0_L001_R1_001.fastq_Din29	Undetermined_S0_L001_R1_001.fastq_Din30	Undetermined_S0_L001_R1_001.fastq_DinB1	Undetermined_S0_L001_R1_001.fastq_DinB2	Undetermined_S0_L001_R1_001.fastq_NTC1a	Undetermined_S0_L001_R1_001.fastq_NTC1b	Undetermined_S0_L001_R1_001.fastq_NTC1c	Undetermined_S0_L001_R1_001.fastq_NTC2a	Undetermined_S0_L001_R1_001.fastq_NTC2b	Undetermined_S0_L001_R1_001.fastq_NTC2c	Undetermined_S0_L001_R1_001.fastq_NTC2d	Undetermined_S0_L001_R1_001.fastq_NTC2e	Undetermined_S0_L001_R1_001.fastq_NTC2f	Undetermined_S0_L001_R1_001.fastq_NTC2g	Undetermined_S0_L001_R1_001.fastq_NTC2h	Undetermined_S0_L001_R1_001.fastq_NTC3a	Undetermined_S0_L001_R1_001.fastq_NTC3b	Undetermined_S0_L001_R1_001.fastq_NTC3c	Undetermined_S0_L001_R1_001.fastq_NTC3d	taxonomy
ESV_639	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Tardiphaga;ESV_639
ESV_64	83	107	90	96	107	99	69	40	68	72	59	59	98	68	95	112	74	89	82	63	79	106	92	91	160	81	79	54	60	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Polaromonas;ESV_64
ESV_640	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Leptolyngbyales;Leptolyngbyaceae;Chamaesiphon_PCC-7430;ESV_640
ESV_641	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;ESV_641
ESV_642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Chamaesiphonaceae;Chamaesiphon_PCC-6605;ESV_642
ESV_643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Phormidiaceae;NA;ESV_643
ESV_644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;ESV_644
ESV_645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cloacimonetes;Cloacimonadia;Cloacimonadales;NA;NA;ESV_645
ESV_646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;NA;NA;NA;NA;ESV_646
ESV_647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;NA;ESV_647
ESV_648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;ESV_648
ESV_649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Proteiniclasticum;ESV_649
ESV_65	7	24	26	8	100	8	36	38	81	161	178	165	231	179	65	21	81	120	90	22	98	0	58	103	97	70	45	92	205	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;ESV_65
ESV_650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;NA;ESV_650
ESV_651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;NA;ESV_651
ESV_652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Phormidiaceae;NA;ESV_652
ESV_653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;ESV_653
ESV_654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Aetherobacter;ESV_654
ESV_655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Pseudarcicella;ESV_655
ESV_656	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;env.OPS_17;NA;ESV_656
ESV_657	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Undibacterium;ESV_657
ESV_658	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;KD3-93;NA;ESV_658
ESV_659	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus_Protochlamydia;ESV_659
ESV_66	82	250	152	118	70	113	129	75	177	55	85	92	0	42	35	82	102	90	127	49	69	59	42	72	91	63	62	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Variovorax;ESV_66
ESV_660	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;ESV_660
ESV_661	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ESV_661
ESV_662	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ESV_662
ESV_663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Chamaesiphonaceae;Chamaesiphon_PCC-6605;ESV_663
ESV_664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA;NA;NA;NA;NA;NA;ESV_664
ESV_665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;env.OPS_17;NA;ESV_665
ESV_666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;NA;NA;ESV_666
ESV_667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;NA;NA;NA;ESV_667
ESV_668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;NA;NA;NA;NA;ESV_668
ESV_669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;ESV_669
ESV_67	91	239	91	61	55	65	233	388	145	62	42	68	45	57	58	60	47	59	0	46	43	0	89	50	0	0	36	84	66	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Actimicrobium;ESV_67
ESV_670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA;NA;NA;NA;NA;NA;ESV_670
ESV_671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Phormidiaceae;Tychonema_CCAP_1459-11B;ESV_671
ESV_672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast;NA;NA;ESV_672
ESV_673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;ESV_673
ESV_674	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;ESV_674
ESV_675	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;ESV_675
ESV_676	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pelosinus;ESV_676
ESV_677	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;NA;ESV_677
ESV_678	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA;NA;NA;NA;NA;NA;ESV_678
ESV_679	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ESV_679
ESV_68	33	106	81	50	52	28	97	62	148	53	112	118	87	114	92	62	91	107	71	69	74	21	63	61	71	76	48	86	72	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;NA;NA;ESV_68
ESV_680	0	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;NA;ESV_680
ESV_681	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;NA;NA;NA;NA;NA;ESV_681
ESV_682	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Leptolyngbyales;Leptolyngbyaceae;NA;ESV_682
ESV_683	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;ESV_683
ESV_684	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;ESV_684
ESV_685	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;SH-PL14;ESV_685
ESV_686	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA;NA;NA;NA;NA;NA;ESV_686
ESV_687	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;ESV_687
ESV_688	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;ESV_688
ESV_689	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter;ESV_689
ESV_69	95	110	65	100	36	69	19	76	74	43	43	58	121	70	79	110	69	99	112	87	81	0	78	85	148	110	61	67	105	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;ESV_69
ESV_690	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;NA;NA;NA;NA;NA;ESV_690
ESV_691	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Noviherbaspirillum;ESV_691
ESV_692	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;NA;NA;ESV_692
ESV_693	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA;NA;NA;NA;NA;NA;ESV_693
ESV_694	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ESV_694
ESV_695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Leptolyngbyales;Leptolyngbyaceae;NA;ESV_695
ESV_696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;ESV_696
ESV_697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;ESV_697
ESV_698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chlorophyta_ph;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_fa;Chlamydomonas;ESV_698
ESV_699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ESV_699
ESV_7	1420	1601	873	1406	1318	1542	682	1022	1325	1016	442	562	1194	556	729	1920	964	880	937	692	1105	673	1307	1123	3480	994	1478	570	677	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;ESV_7
ESV_70	27	75	65	0	51	0	166	75	144	203	142	157	121	91	90	50	117	106	68	40	53	0	75	68	42	76	24	55	53	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Piscinibacter;ESV_70
ESV_700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;ESV_700
ESV_701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ESV_701
ESV_702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas;ESV_702
ESV_703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Ignavibacteria;SJA-28;NA;NA;ESV_703
ESV_704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;MBNT15;NA;NA;ESV_704
ESV_705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;NA;ESV_705
ESV_706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;WS1;NA;NA;NA;NA;ESV_706
ESV_707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA;NA;NA;NA;NA;NA;ESV_707
ESV_708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chytridiomycota;Incertae_Sedis;Gromochytriales;Gromochytriaceae;NA;ESV_708
ESV_709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;ESV_709
ESV_71	24	171	127	22	44	33	269	129	245	75	91	90	39	81	77	48	80	102	69	36	40	0	34	39	50	74	0	69	41	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;NA;NA;ESV_71
ESV_710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;NA;NA;NA;NA;NA;ESV_710
ESV_711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Phormidiaceae;Tychonema_CCAP_1459-11B;ESV_711
ESV_712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;NA;ESV_712
ESV_713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;ESV_713
ESV_714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;ESV_714
